            EDP         mean_x        sd_ln_x
         0.0685        19267.2       0.378345
          0.069        19277.1       0.378103
         0.0695        19286.6       0.377869
           0.07        19295.9       0.377641
         0.0705        19305.0        0.37742
          0.071        19313.7       0.377205
         0.0715        19322.1       0.376997
          0.072        19330.3       0.376795
         0.0725        19338.3       0.376599
          0.073        19346.0       0.376409
         0.0735        19353.5       0.376224
          0.074        19360.7       0.376045
         0.0745        19367.7       0.375871
          0.075        19374.5       0.375702
         0.0755        19381.1       0.375538
          0.076        19387.5       0.375379
         0.0765        19393.7       0.375225
          0.077        19399.7       0.375076
         0.0775        19405.5        0.37493
          0.078        19411.1       0.374789
         0.0785        19416.6       0.374653
          0.079        19421.9        0.37452
         0.0795        19427.1       0.374391
           0.08        19432.1       0.374266
         0.0805        19436.9       0.374145
          0.081        19441.6       0.374027
         0.0815        19446.1       0.373913
          0.082        19450.5       0.373802
         0.0825        19454.8       0.373694
          0.083        19459.0        0.37359
         0.0835        19463.0       0.373489
          0.084        19466.9        0.37339
         0.0845        19470.7       0.373295
          0.085        19474.4       0.373202
         0.0855        19477.9       0.373112
          0.086        19481.4       0.373025
         0.0865        19484.7        0.37294
          0.087        19488.0       0.372858
         0.0875        19491.1       0.372778
          0.088        19494.2       0.372701
         0.0885        19497.2       0.372625
          0.089        19500.1       0.372552
         0.0895        19502.8       0.372481
           0.09        19505.6       0.372413
         0.0905        19508.2       0.372346
          0.091        19510.8       0.372281
         0.0915        19513.2       0.372218
          0.092        19515.6       0.372157
         0.0925        19518.0       0.372097
          0.093        19520.3        0.37204
         0.0935        19522.5       0.371984
          0.094        19524.6       0.371929
         0.0945        19526.7       0.371876
          0.095        19528.7       0.371825
         0.0955        19530.6       0.371775
          0.096        19532.5       0.371727
         0.0965        19534.4        0.37168
          0.097        19536.2       0.371634
         0.0975        19537.9        0.37159
          0.098        19539.6       0.371547
         0.0985        19541.3       0.371505
          0.099        19542.9       0.371464
         0.0995        19544.4       0.371425
            0.1        19545.9       0.371386
